#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 831200      1.23e-01    1.51e-01      1.90e-03    1.47e-03      8.96e-02    1.27e-01    2.0e-07
 831300      1.81e-01    1.14e-01      6.30e-04    1.16e-03      1.63e-01    9.59e-02    2.0e-07
 831400      1.11e-01    1.21e-01      9.92e-04    7.30e-04      9.45e-02    1.07e-01    2.0e-07
 831500      1.07e-01    1.06e-01      4.32e-04    2.10e-04      9.64e-02    9.66e-02    2.0e-07
 831600      1.56e-01    9.20e-02      9.10e-04    4.45e-04      1.39e-01    8.25e-02    2.0e-07
 831700      1.22e-01    1.13e-01      1.14e-03    1.76e-04      1.04e-01    1.03e-01    2.0e-07
 831800      1.13e-01    1.48e-01      6.29e-04    1.04e-04      1.01e-01    1.35e-01    2.0e-07
 831900      1.12e-01    1.46e-01      2.99e-04    2.75e-04      1.02e-01    1.33e-01    2.0e-07
 832000      1.45e-01    1.24e-01      2.05e-05    5.94e-04      1.32e-01    1.11e-01    2.0e-07
 832100      1.46e-01    1.07e-01      2.32e-03    3.74e-04      1.04e-01    9.63e-02    2.0e-07
 832200      1.04e-01    1.16e-01      4.19e-04    6.16e-04      9.36e-02    1.03e-01    2.0e-07
 832300      1.39e-01    1.30e-01      1.12e-03    2.44e-04      1.20e-01    1.19e-01    2.0e-07
 832400      1.33e-01    9.72e-02      1.58e-03    4.08e-04      1.08e-01    8.75e-02    2.0e-07
 832500      1.45e-01    1.83e-01      1.91e-03    1.14e-03      1.13e-01    1.62e-01    2.0e-07
 832600      1.16e-01    1.00e-01      1.12e-03    9.77e-04      9.85e-02    8.46e-02    2.0e-07
 832700      1.29e-01    1.16e-01      8.64e-04    7.28e-04      1.14e-01    1.03e-01    2.0e-07
 832800      1.14e-01    1.42e-01      4.36e-04    6.33e-04      1.03e-01    1.27e-01    2.0e-07
 832900      1.60e-01    1.12e-01      9.89e-04    6.58e-04      1.41e-01    9.99e-02    2.0e-07
 833000      1.54e-01    1.17e-01      8.68e-04    1.59e-03      1.37e-01    9.03e-02    2.0e-07
 833100      1.41e-01    1.42e-01      5.42e-05    2.00e-03      1.29e-01    1.09e-01    2.0e-07
 833200      1.33e-01    1.19e-01      1.47e-04    4.98e-04      1.21e-01    1.07e-01    2.0e-07
 833300      1.79e-01    1.30e-01      2.03e-03    1.03e-03      1.46e-01    1.13e-01    2.0e-07
 833400      1.04e-01    1.33e-01      3.41e-04    1.17e-03      9.41e-02    1.14e-01    2.0e-07
 833500      1.23e-01    1.13e-01      1.83e-03    6.68e-04      9.15e-02    1.00e-01    2.0e-07
 833600      1.13e-01    1.28e-01      6.55e-04    1.22e-03      1.01e-01    1.08e-01    2.0e-07
 833700      1.08e-01    1.21e-01      9.16e-07    2.09e-04      9.89e-02    1.10e-01    2.0e-07
 833800      1.63e-01    1.36e-01      1.08e-03    8.67e-04      1.44e-01    1.20e-01    2.0e-07
 833900      9.49e-02    1.16e-01      1.56e-04    8.50e-04      8.65e-02    1.01e-01    2.0e-07
 834000      1.15e-01    1.01e-01      1.64e-04    1.22e-04      1.05e-01    9.18e-02    2.0e-07
 834100      1.23e-01    1.20e-01      1.79e-03    5.04e-04      9.22e-02    1.08e-01    2.0e-07
 834200      2.01e-01    1.20e-01      2.82e-03    1.04e-04      1.53e-01    1.09e-01    2.0e-07
 834300      1.17e-01    1.19e-01      1.20e-03    8.00e-04      9.76e-02    1.05e-01    2.0e-07
 834400      1.06e-01    1.11e-01      1.25e-03    5.83e-04      8.57e-02    9.95e-02    2.0e-07
 834500      1.25e-01    1.13e-01      7.51e-04    5.03e-04      1.11e-01    1.02e-01    2.0e-07
 834600      1.09e-01    1.09e-01      9.16e-04    9.38e-04      9.39e-02    9.39e-02    2.0e-07
 834700      1.19e-01    1.26e-01      3.20e-04    1.59e-03      1.08e-01    1.00e-01    2.0e-07
 834800      1.21e-01    1.41e-01      1.58e-04    8.78e-04      1.10e-01    1.25e-01    2.0e-07
 834900      1.31e-01    1.19e-01      8.83e-04    1.36e-03      1.15e-01    9.71e-02    2.0e-07
 835000      1.20e-01    1.10e-01      5.16e-04    1.31e-03      1.09e-01    8.90e-02    1.9e-07
 835100      2.02e-01    1.14e-01      1.60e-03    5.78e-04      1.76e-01    1.02e-01    1.9e-07
 835200      1.35e-01    9.61e-02      1.54e-03    4.97e-04      1.11e-01    8.63e-02    1.9e-07
 835300      1.81e-01    1.10e-01      1.64e-03    1.30e-03      1.55e-01    8.91e-02    1.9e-07
 835400      1.35e-01    1.32e-01      1.33e-03    6.06e-04      1.14e-01    1.19e-01    1.9e-07
 835500      1.34e-01    1.42e-01      1.44e-03    2.00e-03      1.11e-01    1.08e-01    1.9e-07
 835600      1.40e-01    1.18e-01      1.53e-03    7.48e-05      1.16e-01    1.08e-01    1.9e-07
 835700      1.13e-01    1.03e-01      8.75e-04    2.30e-04      9.89e-02    9.41e-02    1.9e-07
 835800      1.54e-01    1.18e-01      2.31e-03    1.17e-03      1.15e-01    9.97e-02    1.9e-07
 835900      1.33e-01    1.11e-01      8.57e-04    2.92e-04      1.18e-01    1.01e-01    1.9e-07
 836000      1.09e-01    1.51e-01      2.48e-04    1.19e-03      9.95e-02    1.32e-01    1.9e-07
 836100      1.14e-01    1.09e-01      1.31e-03    8.21e-06      9.29e-02    1.00e-01    1.9e-07
 836200      1.18e-01    1.38e-01      8.76e-04    7.82e-04      1.04e-01    1.23e-01    1.9e-07
 836300      1.18e-01    1.10e-01      4.61e-04    8.73e-04      1.07e-01    9.54e-02    1.9e-07
 836400      1.53e-01    8.66e-02      1.49e-03    2.54e-04      1.30e-01    7.88e-02    1.9e-07
 836500      8.96e-02    9.88e-02      3.90e-04    5.17e-04      8.09e-02    8.86e-02    1.9e-07
 836600      1.02e-01    1.20e-01      4.94e-04    5.77e-04      9.16e-02    1.08e-01    1.9e-07
 836700      1.69e-01    9.76e-02      3.12e-03    8.84e-04      1.07e-01    8.36e-02    1.9e-07
 836800      1.11e-01    1.39e-01      5.75e-04    6.29e-04      9.92e-02    1.25e-01    1.9e-07
 836900      1.38e-01    1.61e-01      1.26e-04    1.70e-03      1.26e-01    1.34e-01    1.9e-07
 837000      1.36e-01    1.05e-01      1.49e-03    6.44e-05      1.12e-01    9.59e-02    1.9e-07
 837100      2.59e-01    1.08e-01      3.59e-04    4.63e-04      2.37e-01    9.76e-02    1.9e-07
 837200      1.38e-01    1.26e-01      7.99e-04    1.36e-04      1.23e-01    1.15e-01    1.9e-07
 837300      2.16e-01    1.36e-01      1.29e-03    1.32e-03      1.93e-01    1.15e-01    1.9e-07
 837400      1.05e-01    1.05e-01      8.53e-04    8.24e-04      9.11e-02    9.16e-02    1.9e-07
 837500      1.14e-01    1.33e-01      4.43e-04    1.15e-03      1.03e-01    1.14e-01    1.9e-07
 837600      1.16e-01    1.04e-01      2.42e-04    4.02e-04      1.06e-01    9.45e-02    1.9e-07
 837700      1.54e-01    1.49e-01      2.55e-03    1.61e-03      1.07e-01    1.24e-01    1.9e-07
 837800      1.24e-01    1.30e-01      1.32e-03    2.39e-04      1.04e-01    1.19e-01    1.9e-07
 837900      1.10e-01    1.43e-01      9.74e-04    4.07e-04      9.45e-02    1.31e-01    1.9e-07
 838000      1.20e-01    1.33e-01      1.46e-03    1.43e-03      9.69e-02    1.10e-01    1.9e-07
 838100      1.11e-01    1.19e-01      3.78e-05    1.88e-03      1.02e-01    8.53e-02    1.9e-07
 838200      1.03e-01    1.18e-01      6.93e-04    1.33e-04      9.09e-02    1.08e-01    1.9e-07
 838300      1.50e-01    1.77e-01      1.55e-03    1.73e-03      1.26e-01    1.50e-01    1.9e-07
 838400      1.16e-01    1.50e-01      1.10e-03    1.95e-03      9.91e-02    1.19e-01    1.9e-07
 838500      1.34e-01    1.35e-01      4.89e-04    2.50e-04      1.22e-01    1.23e-01    1.9e-07
 838600      1.15e-01    1.44e-01      9.59e-04    1.20e-03      9.92e-02    1.25e-01    1.9e-07
 838700      1.52e-01    1.08e-01      2.80e-04    4.25e-04      1.39e-01    9.75e-02    1.9e-07
 838800      1.19e-01    1.27e-01      6.64e-04    1.49e-03      1.07e-01    1.03e-01    1.9e-07
 838900      1.35e-01    1.08e-01      1.06e-03    3.74e-04      1.17e-01    9.76e-02    1.9e-07
 839000      1.11e-01    1.15e-01      3.27e-04    8.01e-04      1.01e-01    1.01e-01    1.9e-07
 839100      1.26e-01    1.22e-01      1.76e-04    1.55e-03      1.15e-01    9.70e-02    1.9e-07
 839200      1.41e-01    1.21e-01      7.47e-04    1.18e-04      1.27e-01    1.11e-01    1.9e-07
 839300      1.44e-01    1.10e-01      7.09e-04    4.87e-04      1.30e-01    9.96e-02    1.9e-07
 839400      1.21e-01    1.15e-01      3.55e-04    5.70e-04      1.10e-01    1.04e-01    1.9e-07
 839500      1.04e-01    1.30e-01      5.27e-05    5.63e-04      9.57e-02    1.17e-01    1.9e-07
 839600      1.25e-01    1.09e-01      5.40e-04    1.78e-05      1.13e-01    1.00e-01    1.9e-07
 839700      1.23e-01    1.13e-01      6.33e-04    3.17e-04      1.11e-01    1.03e-01    1.9e-07
 839800      8.99e-02    1.21e-01      3.98e-05    2.02e-04      8.24e-02    1.10e-01    1.9e-07
 839900      1.46e-01    1.21e-01      2.00e-03    9.59e-04      1.13e-01    1.06e-01    1.9e-07
 840000      1.18e-01    1.02e-01      2.32e-04    5.37e-05      1.09e-01    9.37e-02    1.8e-07
 840100      1.04e-01    1.36e-01      1.17e-03    7.71e-04      8.53e-02    1.22e-01    1.8e-07
 840200      1.71e-01    1.46e-01      1.81e-03    2.31e-03      1.43e-01    1.05e-01    1.8e-07
 840300      1.61e-01    1.39e-01      1.92e-03    8.47e-04      1.31e-01    1.24e-01    1.8e-07
 840400      1.41e-01    1.16e-01      2.02e-03    4.79e-04      1.07e-01    1.06e-01    1.8e-07
 840500      1.16e-01    1.08e-01      7.02e-04    3.35e-04      1.04e-01    9.91e-02    1.8e-07
 840600      1.22e-01    1.44e-01      1.57e-03    2.06e-03      9.65e-02    1.10e-01    1.8e-07
 840700      1.15e-01    1.15e-01      4.44e-04    3.23e-04      1.05e-01    1.05e-01    1.8e-07
 840800      1.99e-01    1.18e-01      3.41e-03    1.32e-03      1.36e-01    9.78e-02    1.8e-07
 840900      1.08e-01    1.27e-01      7.39e-04    7.21e-04      9.55e-02    1.14e-01    1.8e-07
 841000      1.18e-01    1.35e-01      1.74e-03    1.41e-03      8.83e-02    1.14e-01    1.8e-07
 841100      1.38e-01    1.02e-01      1.23e-03    5.62e-04      1.19e-01    9.20e-02    1.8e-07
 841200      1.11e-01    1.18e-01      1.52e-04    8.40e-04      1.02e-01    1.05e-01    1.8e-07
 841300      9.18e-02    1.61e-01      3.68e-04    1.23e-03      8.34e-02    1.41e-01    1.8e-07
 841400      9.85e-02    1.07e-01      5.87e-04    1.40e-04      8.82e-02    9.80e-02    1.8e-07
 841500      9.99e-02    1.71e-01      5.95e-04    3.85e-04      8.94e-02    1.56e-01    1.8e-07
 841600      9.60e-02    1.07e-01      5.82e-04    3.67e-04      8.58e-02    9.72e-02    1.8e-07
 841700      1.11e-01    1.61e-01      1.68e-04    1.59e-03      1.02e-01    1.36e-01    1.8e-07
 841800      1.04e-01    1.35e-01      3.97e-04    1.93e-04      9.48e-02    1.24e-01    1.8e-07
 841900      1.43e-01    1.40e-01      5.48e-04    1.66e-03      1.30e-01    1.14e-01    1.8e-07
 842000      1.22e-01    9.89e-02      1.63e-03    7.17e-04      9.54e-02    8.73e-02    1.8e-07
 842100      1.35e-01    1.18e-01      1.19e-03    3.12e-04      1.16e-01    1.08e-01    1.8e-07
 842200      1.19e-01    1.35e-01      8.84e-04    1.58e-03      1.05e-01    1.11e-01    1.8e-07
 842300      1.04e-01    1.09e-01      3.78e-05    1.36e-04      9.61e-02    1.01e-01    1.8e-07
 842400      1.39e-01    1.16e-01      1.33e-03    1.30e-03      1.19e-01    9.58e-02    1.8e-07
 842500      1.50e-01    1.13e-01      2.41e-03    5.80e-04      1.07e-01    1.02e-01    1.8e-07
 842600      1.19e-01    1.47e-01      1.26e-03    1.40e-03      1.00e-01    1.25e-01    1.8e-07
 842700      9.81e-02    1.35e-01      1.70e-04    9.26e-04      9.01e-02    1.19e-01    1.8e-07
 842800      1.02e-01    1.16e-01      5.41e-04    7.73e-04      9.20e-02    1.03e-01    1.8e-07
 842900      1.28e-01    1.22e-01      1.93e-04    9.90e-04      1.18e-01    1.07e-01    1.8e-07
 843000      1.07e-01    1.03e-01      2.29e-04    1.12e-04      9.85e-02    9.43e-02    1.8e-07
 843100      1.05e-01    1.25e-01      1.42e-06    3.60e-04      9.63e-02    1.14e-01    1.8e-07
 843200      1.26e-01    1.08e-01      8.51e-04    3.79e-04      1.12e-01    9.83e-02    1.8e-07
 843300      1.37e-01    9.22e-02      2.41e-03    5.12e-04      9.16e-02    8.28e-02    1.8e-07
 843400      1.35e-01    9.41e-02      1.82e-03    2.69e-04      1.06e-01    8.60e-02    1.8e-07
 843500      1.60e-01    1.32e-01      2.92e-03    1.15e-03      1.03e-01    1.14e-01    1.8e-07
 843600      1.27e-01    1.25e-01      1.03e-03    5.42e-05      1.11e-01    1.15e-01    1.8e-07
 843700      1.22e-01    1.16e-01      1.59e-03    7.56e-05      9.69e-02    1.07e-01    1.8e-07
 843800      1.63e-01    1.32e-01      9.52e-04    5.44e-04      1.46e-01    1.20e-01    1.8e-07
 843900      1.15e-01    9.79e-02      5.99e-04    2.37e-04      1.04e-01    8.97e-02    1.8e-07
 844000      1.10e-01    1.11e-01      5.92e-04    1.86e-04      9.90e-02    1.02e-01    1.8e-07
 844100      1.30e-01    9.41e-02      9.43e-04    3.57e-04      1.15e-01    8.56e-02    1.8e-07
 844200      1.39e-01    1.31e-01      1.32e-03    1.55e-05      1.18e-01    1.20e-01    1.8e-07
 844300      1.28e-01    1.49e-01      4.87e-04    1.38e-03      1.16e-01    1.27e-01    1.8e-07
 844400      1.84e-01    1.11e-01      3.13e-03    1.00e-04      1.26e-01    1.02e-01    1.8e-07
 844500      1.20e-01    1.39e-01      7.15e-04    8.39e-04      1.07e-01    1.24e-01    1.8e-07
 844600      1.13e-01    1.34e-01      8.97e-04    7.06e-05      9.93e-02    1.23e-01    1.8e-07
 844700      1.17e-01    1.39e-01      6.85e-04    1.68e-04      1.05e-01    1.27e-01    1.8e-07
 844800      1.52e-01    9.48e-02      2.39e-03    2.45e-04      1.10e-01    8.68e-02    1.8e-07
 844900      1.17e-01    1.05e-01      1.28e-03    4.97e-04      9.74e-02    9.50e-02    1.8e-07
 845000      1.15e-01    1.08e-01      7.76e-04    9.19e-04      1.03e-01    9.42e-02    1.7e-07
 845100      1.12e-01    1.24e-01      2.12e-04    2.00e-04      1.04e-01    1.14e-01    1.7e-07
 845200      1.09e-01    1.08e-01      3.41e-04    2.37e-04      1.00e-01    9.93e-02    1.7e-07
 845300      1.26e-01    1.06e-01      9.62e-04    3.50e-04      1.11e-01    9.69e-02    1.7e-07
 845400      1.15e-01    9.44e-02      6.80e-04    1.25e-04      1.03e-01    8.71e-02    1.7e-07
 845500      1.42e-01    1.22e-01      2.49e-03    4.09e-04      9.49e-02    1.12e-01    1.7e-07
 845600      1.25e-01    1.00e-01      8.09e-04    3.25e-04      1.12e-01    9.19e-02    1.7e-07
 845700      1.04e-01    1.53e-01      3.80e-04    1.90e-03      9.55e-02    1.24e-01    1.7e-07
 845800      1.39e-01    1.67e-01      2.06e-03    2.55e-04      1.04e-01    1.54e-01    1.7e-07
 845900      1.26e-01    1.21e-01      9.20e-04    7.27e-04      1.11e-01    1.08e-01    1.7e-07
 846000      9.62e-02    1.35e-01      1.07e-04    7.05e-05      8.88e-02    1.24e-01    1.7e-07
 846100      9.76e-02    9.47e-02      2.11e-04    2.94e-04      8.98e-02    8.68e-02    1.7e-07
 846200      1.14e-01    1.66e-01      1.17e-05    1.95e-03      1.05e-01    1.36e-01    1.7e-07
 846300      9.59e-02    1.38e-01      2.02e-04    1.12e-03      8.83e-02    1.21e-01    1.7e-07
 846400      1.12e-01    1.08e-01      1.13e-03    1.30e-03      9.51e-02    8.75e-02    1.7e-07
 846500      1.23e-01    1.24e-01      5.08e-04    7.89e-04      1.12e-01    1.11e-01    1.7e-07
 846600      1.57e-01    1.10e-01      1.97e-03    5.37e-04      1.26e-01    9.99e-02    1.7e-07
 846700      1.22e-01    1.47e-01      1.09e-03    7.58e-04      1.06e-01    1.33e-01    1.7e-07
 846800      9.06e-02    1.34e-01      1.17e-04    2.81e-04      8.36e-02    1.23e-01    1.7e-07
 846900      1.26e-01    1.03e-01      9.69e-07    3.96e-04      1.17e-01    9.42e-02    1.7e-07
 847000      1.07e-01    1.05e-01      7.99e-04    1.59e-04      9.42e-02    9.68e-02    1.7e-07
 847100      1.06e-01    1.38e-01      5.26e-04    1.40e-03      9.63e-02    1.17e-01    1.7e-07
 847200      8.52e-02    1.12e-01      1.67e-05    6.20e-04      7.87e-02    1.01e-01    1.7e-07
 847300      1.24e-01    1.32e-01      1.19e-03    7.77e-04      1.06e-01    1.19e-01    1.7e-07
 847400      1.20e-01    2.17e-01      9.28e-05    5.47e-04      1.11e-01    2.00e-01    1.7e-07
 847500      1.27e-01    1.28e-01      7.78e-04    1.52e-03      1.14e-01    1.04e-01    1.7e-07
 847600      1.19e-01    1.10e-01      4.02e-04    1.77e-04      1.09e-01    1.02e-01    1.7e-07
 847700      1.15e-01    1.12e-01      1.36e-04    4.34e-04      1.06e-01    1.02e-01    1.7e-07
 847800      1.06e-01    1.10e-01      4.69e-04    4.54e-04      9.66e-02    1.00e-01    1.7e-07
 847900      1.01e-01    1.14e-01      5.04e-04    5.47e-04      9.19e-02    1.04e-01    1.7e-07
 848000      1.17e-01    1.10e-01      1.77e-03    1.24e-03      8.66e-02    9.13e-02    1.7e-07
 848100      1.22e-01    1.22e-01      3.45e-04    1.56e-03      1.12e-01    9.79e-02    1.7e-07
 848200      1.21e-01    1.35e-01      5.01e-04    3.01e-04      1.10e-01    1.24e-01    1.7e-07
 848300      1.29e-01    1.59e-01      1.18e-04    1.71e-03      1.19e-01    1.34e-01    1.7e-07
 848400      1.19e-01    1.26e-01      1.35e-03    1.18e-03      9.89e-02    1.09e-01    1.7e-07
 848500      1.47e-01    1.07e-01      9.99e-04    1.89e-04      1.31e-01    9.87e-02    1.7e-07
 848600      9.56e-02    1.13e-01      2.01e-04    1.56e-03      8.80e-02    8.76e-02    1.7e-07
 848700      1.19e-01    9.09e-02      1.46e-03    1.32e-04      9.58e-02    8.38e-02    1.7e-07
 848800      9.28e-02    1.10e-01      5.28e-04    7.14e-04      8.35e-02    9.85e-02    1.7e-07
 848900      1.35e-01    1.46e-01      3.49e-04    8.45e-04      1.24e-01    1.31e-01    1.7e-07
 849000      1.44e-01    1.42e-01      6.78e-04    1.44e-03      1.31e-01    1.20e-01    1.7e-07
 849100      1.15e-01    1.09e-01      4.98e-04    1.35e-03      1.05e-01    8.83e-02    1.7e-07
 849200      1.15e-01    1.15e-01      4.31e-04    8.67e-05      1.05e-01    1.06e-01    1.7e-07
 849300      1.11e-01    9.55e-02      3.80e-04    5.37e-04      1.02e-01    8.60e-02    1.7e-07
 849400      1.25e-01    1.33e-01      6.26e-04    1.50e-03      1.13e-01    1.10e-01    1.7e-07
 849500      1.25e-01    1.19e-01      1.21e-03    1.36e-03      1.07e-01    9.85e-02    1.7e-07
 849600      1.00e-01    1.25e-01      4.77e-04    1.05e-03      9.11e-02    1.09e-01    1.7e-07
 849700      1.14e-01    1.21e-01      4.06e-04    9.58e-04      1.04e-01    1.06e-01    1.7e-07
 849800      1.33e-01    1.22e-01      4.17e-04    1.23e-03      1.22e-01    1.04e-01    1.7e-07
 849900      1.22e-01    1.29e-01      1.22e-03    6.92e-04      1.04e-01    1.17e-01    1.7e-07
 850000      1.18e-01    1.38e-01      1.39e-03    9.74e-04      9.66e-02    1.23e-01    1.6e-07
 850100      1.27e-01    1.05e-01      1.04e-04    6.78e-05      1.18e-01    9.75e-02    1.6e-07
 850200      1.30e-01    1.21e-01      5.39e-04    4.50e-04      1.19e-01    1.11e-01    1.6e-07
 850300      9.74e-02    1.24e-01      4.22e-04    1.44e-03      8.90e-02    1.03e-01    1.6e-07
 850400      1.28e-01    1.07e-01      1.00e-03    8.36e-04      1.13e-01    9.45e-02    1.6e-07
 850500      1.21e-01    1.32e-01      6.51e-04    3.54e-04      1.10e-01    1.22e-01    1.6e-07
 850600      1.26e-01    1.27e-01      1.73e-04    1.04e-03      1.17e-01    1.12e-01    1.6e-07
 850700      1.31e-01    1.05e-01      7.87e-04    3.65e-04      1.18e-01    9.66e-02    1.6e-07
 850800      1.30e-01    1.73e-01      6.87e-04    1.44e-03      1.18e-01    1.51e-01    1.6e-07
 850900      1.56e-01    1.17e-01      1.87e-03    1.38e-03      1.27e-01    9.59e-02    1.6e-07
 851000      1.08e-01    1.01e-01      4.29e-04    1.05e-04      9.87e-02    9.39e-02    1.6e-07
 851100      1.07e-01    1.14e-01      7.09e-04    9.26e-04      9.61e-02    1.00e-01    1.6e-07
 851200      1.16e-01    1.50e-01      1.00e-03    1.96e-03      1.01e-01    1.20e-01    1.6e-07
 851300      1.15e-01    1.10e-01      6.54e-04    3.85e-04      1.03e-01    1.01e-01    1.6e-07
 851400      1.31e-01    1.47e-01      1.40e-03    7.79e-04      1.10e-01    1.33e-01    1.6e-07
 851500      1.33e-01    1.10e-01      8.13e-04    1.13e-04      1.20e-01    1.02e-01    1.6e-07
 851600      1.48e-01    1.29e-01      1.76e-03    5.26e-04      1.22e-01    1.19e-01    1.6e-07
 851700      1.32e-01    1.05e-01      1.22e-03    4.55e-04      1.14e-01    9.58e-02    1.6e-07
 851800      1.31e-01    2.05e-01      2.84e-04    4.94e-04      1.21e-01    1.89e-01    1.6e-07
 851900      1.35e-01    1.28e-01      1.35e-03    1.51e-03      1.15e-01    1.05e-01    1.6e-07
 852000      9.99e-02    1.12e-01      2.62e-04    5.32e-04      9.21e-02    1.02e-01    1.6e-07
 852100      1.10e-01    1.11e-01      6.46e-04    7.67e-04      9.94e-02    9.91e-02    1.6e-07
 852200      1.31e-01    9.93e-02      1.13e-03    5.82e-04      1.15e-01    8.96e-02    1.6e-07
 852300      1.25e-01    1.04e-01      1.08e-03    3.52e-04      1.10e-01    9.58e-02    1.6e-07
 852400      1.24e-01    1.13e-01      1.25e-03    1.07e-03      1.05e-01    9.74e-02    1.6e-07
 852500      1.36e-01    1.10e-01      1.05e-03    2.86e-04      1.20e-01    1.01e-01    1.6e-07
 852600      1.23e-01    1.24e-01      1.73e-03    6.83e-04      9.51e-02    1.12e-01    1.6e-07
 852700      1.16e-01    1.53e-01      4.34e-04    3.47e-04      1.07e-01    1.41e-01    1.6e-07
 852800      1.37e-01    1.00e-01      1.43e-03    6.63e-04      1.16e-01    8.98e-02    1.6e-07
 852900      1.34e-01    1.41e-01      6.54e-04    2.80e-04      1.22e-01    1.31e-01    1.6e-07
 853000      1.44e-01    1.04e-01      1.54e-03    6.92e-04      1.21e-01    9.27e-02    1.6e-07
 853100      1.26e-01    1.10e-01      1.35e-03    2.29e-04      1.06e-01    1.02e-01    1.6e-07
 853200      9.31e-02    1.54e-01      8.06e-04    1.22e-04      8.12e-02    1.42e-01    1.6e-07
 853300      1.15e-01    1.17e-01      4.87e-04    1.15e-03      1.05e-01    1.00e-01    1.6e-07
 853400      1.14e-01    1.15e-01      9.28e-05    1.20e-03      1.05e-01    9.75e-02    1.6e-07
 853500      1.06e-01    1.32e-01      5.23e-05    6.35e-04      9.84e-02    1.20e-01    1.6e-07
 853600      1.25e-01    1.47e-01      1.79e-03    2.66e-04      9.61e-02    1.36e-01    1.6e-07
 853700      1.09e-01    1.59e-01      1.17e-03    1.26e-03      9.22e-02    1.40e-01    1.6e-07
 853800      1.26e-01    1.37e-01      1.32e-03    1.42e-03      1.07e-01    1.16e-01    1.6e-07
 853900      1.33e-01    1.37e-01      3.10e-05    1.41e-03      1.23e-01    1.16e-01    1.6e-07
 854000      1.17e-01    1.23e-01      1.28e-03    8.02e-04      9.80e-02    1.10e-01    1.6e-07
 854100      1.08e-01    1.76e-01      2.64e-07    2.72e-03      1.00e-01    1.30e-01    1.6e-07
 854200      1.25e-01    1.56e-01      8.09e-05    7.91e-04      1.16e-01    1.42e-01    1.6e-07
 854300      9.81e-02    9.70e-02      2.80e-04    1.06e-03      9.04e-02    8.13e-02    1.6e-07
 854400      9.17e-02    1.31e-01      2.27e-04    5.89e-04      8.46e-02    1.19e-01    1.6e-07
 854500      9.92e-02    1.09e-01      6.93e-05    4.25e-04      9.20e-02    1.00e-01    1.6e-07
 854600      1.08e-01    1.22e-01      1.40e-03    1.18e-03      8.61e-02    1.05e-01    1.6e-07
 854700      1.17e-01    1.06e-01      4.15e-04    9.52e-04      1.07e-01    9.23e-02    1.6e-07
 854800      1.27e-01    1.02e-01      1.38e-03    6.59e-04      1.07e-01    9.15e-02    1.6e-07
 854900      1.17e-01    1.50e-01      7.18e-04    2.38e-05      1.06e-01    1.39e-01    1.6e-07
 855000      1.13e-01    1.18e-01      1.37e-03    1.12e-03      9.28e-02    1.02e-01    1.6e-07
 855100      1.43e-01    1.04e-01      1.11e-03    4.74e-04      1.27e-01    9.56e-02    1.6e-07
 855200      2.15e-01    9.10e-02      8.77e-04    2.71e-04      1.98e-01    8.41e-02    1.6e-07
 855300      1.64e-01    9.05e-02      7.89e-04    5.94e-04      1.50e-01    8.14e-02    1.6e-07
 855400      1.05e-01    1.32e-01      1.82e-04    9.33e-04      9.79e-02    1.18e-01    1.6e-07
 855500      1.38e-01    1.27e-01      4.47e-04    1.78e-03      1.27e-01    9.83e-02    1.6e-07
 855600      1.42e-01    9.70e-02      1.07e-03    4.90e-04      1.26e-01    8.85e-02    1.6e-07
 855700      1.69e-01    1.50e-01      7.46e-04    6.09e-05      1.55e-01    1.40e-01    1.6e-07
 855800      1.70e-01    1.69e-01      1.85e-03    1.38e-03      1.43e-01    1.49e-01    1.6e-07
 855900      1.34e-01    1.28e-01      5.07e-04    4.08e-04      1.24e-01    1.18e-01    1.6e-07
 856000      1.29e-01    1.31e-01      1.11e-03    1.04e-03      1.13e-01    1.16e-01    1.6e-07
 856100      1.15e-01    1.30e-01      8.48e-04    1.30e-03      1.02e-01    1.11e-01    1.6e-07
 856200      1.09e-01    1.20e-01      2.15e-04    1.39e-03      1.01e-01    9.91e-02    1.6e-07
 856300      1.45e-01    1.05e-01      1.23e-03    2.73e-04      1.27e-01    9.69e-02    1.6e-07
 856400      1.10e-01    1.39e-01      4.61e-04    1.43e-03      1.01e-01    1.18e-01    1.6e-07
 856500      2.05e-01    1.25e-01      1.72e-03    9.53e-04      1.80e-01    1.11e-01    1.6e-07
 856600      1.35e-01    1.40e-01      1.24e-03    8.36e-04      1.18e-01    1.27e-01    1.6e-07
 856700      1.30e-01    1.32e-01      5.78e-04    1.34e-03      1.19e-01    1.13e-01    1.6e-07
 856800      1.02e-01    1.20e-01      4.91e-05    5.21e-04      9.50e-02    1.10e-01    1.6e-07
 856900      9.94e-02    1.13e-01      2.28e-04    1.15e-03      9.21e-02    9.68e-02    1.6e-07
 857000      1.26e-01    1.11e-01      8.95e-04    9.57e-04      1.12e-01    9.69e-02    1.6e-07
 857100      1.11e-01    1.08e-01      1.01e-03    1.08e-03      9.64e-02    9.22e-02    1.6e-07
 857200      9.41e-02    1.38e-01      4.47e-04    1.42e-03      8.60e-02    1.18e-01    1.6e-07
 857300      1.25e-01    1.11e-01      4.41e-04    4.77e-04      1.15e-01    1.02e-01    1.6e-07
 857400      1.49e-01    1.28e-01      8.32e-04    1.79e-04      1.36e-01    1.18e-01    1.6e-07
